"D.Item.raw","B.Code","DC.Value","DC.Unit","DC.Variable","T.Name","A.Level.Name","P.Product","Out.WG.Start","Out.WG.Unit","Out.WG.Days","Weight Gain","Weight Gain Unit","Weight Gain_kg","Out.WG.Start_kg","Out.WG.End","Out.Subind","Feed Intake","Feed Intake Unit","Tree.Feed","Metabolic_Weight","Feed_Dosage_g_DM_per_kg_MW"
"0% MOC","JS0306",11.39,"MJ/kg","ME","T1 0% MOC","0% MOC","Sheep",25640,"g",77,220,"g/d/individual",0.22,25.64,42.58,"Feed Intake",1540,"g/individual/day",NA,11.3943227166173,NA
"0% MOC","JS0306",5.24,"%","Cfat","T1 0% MOC","0% MOC","Sheep",25640,"g",77,220,"g/d/individual",0.22,25.64,42.58,"Feed Intake",1540,"g/individual/day",NA,11.3943227166173,NA
"0% PJP","EO0078",90.9,"%","DM","PJP-0","0% PJP","Goat",13.8,"kg",90,64.961,"g/d/individual",0.065,13.8,19.65,"Feed Intake",574.34,"g DM/individual/day",NA,7.15993887641358,NA
"0% PJP","EO0078",16.9,"%","CP","PJP-0","0% PJP","Goat",13.8,"kg",90,64.961,"g/d/individual",0.065,13.8,19.65,"Feed Intake",574.34,"g DM/individual/day",NA,7.15993887641358,NA
"0% PJP","EO0078",30.27,"%","CFibre","PJP-0","0% PJP","Goat",13.8,"kg",90,64.961,"g/d/individual",0.065,13.8,19.65,"Feed Intake",574.34,"g DM/individual/day",NA,7.15993887641358,NA
"0% PJP","EO0078",6.7,"%","Ash","PJP-0","0% PJP","Goat",13.8,"kg",90,64.961,"g/d/individual",0.065,13.8,19.65,"Feed Intake",574.34,"g DM/individual/day",NA,7.15993887641358,NA
"0% PJP","EO0078",4.93,"%","EE","PJP-0","0% PJP","Goat",13.8,"kg",90,64.961,"g/d/individual",0.065,13.8,19.65,"Feed Intake",574.34,"g DM/individual/day",NA,7.15993887641358,NA
"0% Palm Oil","HK0107",96.72,"%","DM","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",96.72,"%","DM","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",96.72,"%","DM","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",16.19,"%","CP","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",16.19,"%","CP","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",16.19,"%","CP","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",23.51,"%","CFibre","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",23.51,"%","CFibre","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",23.51,"%","CFibre","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",39.77,"%","NDF","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",39.77,"%","NDF","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",39.77,"%","NDF","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",24.57,"%","ADF","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",24.57,"%","ADF","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",24.57,"%","ADF","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",6.63,"%","Ash","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",6.63,"%","Ash","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",6.63,"%","Ash","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",11.75,"%","EE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",11.75,"%","EE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",11.75,"%","EE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",5.63,"MJ/kg","NE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",5.63,"MJ/kg","NE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",5.63,"MJ/kg","NE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",16.05,"MJ/kg","GE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",16.05,"MJ/kg","GE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",16.05,"MJ/kg","GE","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",90.09,"%","OM","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",896,"g DM/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",90.09,"%","OM","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",3.15,"% body weight/individual/day",NA,12.3153623388463,NA
"0% Palm Oil","HK0107",90.09,"%","OM","0% Palm Oil","0% Palm Oil","Goat",28440,"g",119,-33,"g/d/individual",-0.033,28.44,24.513,"Feed Intake",73,"g DM/kg metabolic weight/individual/day",NA,12.3153623388463,NA
"0JKM1","EO0086",90.7,"%","DM","0 JKM","0JKM1","Chicken",1153.5,"g",15,61.9,"g/d/individual",0.062,1.1535,2.083,"Feed Intake",139.2,"g/individual/day",NA,1.1130462201549,NA
"0JKM1","EO0086",22,"%","CP","0 JKM","0JKM1","Chicken",1153.5,"g",15,61.9,"g/d/individual",0.062,1.1535,2.083,"Feed Intake",139.2,"g/individual/day",NA,1.1130462201549,NA
"0JKM1","EO0086",5.1,"%","CFibre","0 JKM","0JKM1","Chicken",1153.5,"g",15,61.9,"g/d/individual",0.062,1.1535,2.083,"Feed Intake",139.2,"g/individual/day",NA,1.1130462201549,NA
"0JKM1","EO0086",18.2,"%","Ash","0 JKM","0JKM1","Chicken",1153.5,"g",15,61.9,"g/d/individual",0.062,1.1535,2.083,"Feed Intake",139.2,"g/individual/day",NA,1.1130462201549,NA
"0JKM1","EO0086",7.5,"%","EE","0 JKM","0JKM1","Chicken",1153.5,"g",15,61.9,"g/d/individual",0.062,1.1535,2.083,"Feed Intake",139.2,"g/individual/day",NA,1.1130462201549,NA
"0JKM1","EO0086",47.2,"%","NFE","0 JKM","0JKM1","Chicken",1153.5,"g",15,61.9,"g/d/individual",0.062,1.1535,2.083,"Feed Intake",139.2,"g/individual/day",NA,1.1130462201549,NA
"0JKM1","EO0086",3160.7,"kcal/kg DM","ME","0 JKM","0JKM1","Chicken",1153.5,"g",15,61.9,"g/d/individual",0.062,1.1535,2.083,"Feed Intake",139.2,"g/individual/day",NA,1.1130462201549,NA
"0JKM1","EO0086",90.7,"%","OM","0 JKM","0JKM1","Chicken",1153.5,"g",15,61.9,"g/d/individual",0.062,1.1535,2.083,"Feed Intake",139.2,"g/individual/day",NA,1.1130462201549,NA
"0JKM2","EO0086",90,"%","DM","0JKM2","0JKM2","Chicken",45.7,"g",15,7.1,"g/d/individual",0.007,0.0457,0.151,"Feed Intake",18.7,"g/individual/day",NA,0.0988410044221496,NA
"0JKM2","EO0086",20.3,"%","CP","0JKM2","0JKM2","Chicken",45.7,"g",15,7.1,"g/d/individual",0.007,0.0457,0.151,"Feed Intake",18.7,"g/individual/day",NA,0.0988410044221496,NA
"0JKM2","EO0086",6.6,"%","CFibre","0JKM2","0JKM2","Chicken",45.7,"g",15,7.1,"g/d/individual",0.007,0.0457,0.151,"Feed Intake",18.7,"g/individual/day",NA,0.0988410044221496,NA
"0JKM2","EO0086",11.2,"%","Ash","0JKM2","0JKM2","Chicken",45.7,"g",15,7.1,"g/d/individual",0.007,0.0457,0.151,"Feed Intake",18.7,"g/individual/day",NA,0.0988410044221496,NA
"0JKM2","EO0086",12.3,"%","EE","0JKM2","0JKM2","Chicken",45.7,"g",15,7.1,"g/d/individual",0.007,0.0457,0.151,"Feed Intake",18.7,"g/individual/day",NA,0.0988410044221496,NA
"0JKM2","EO0086",49.6,"%","NFE","0JKM2","0JKM2","Chicken",45.7,"g",15,7.1,"g/d/individual",0.007,0.0457,0.151,"Feed Intake",18.7,"g/individual/day",NA,0.0988410044221496,NA
"0JKM2","EO0086",3577.8,"kcal/kg DM","ME","0JKM2","0JKM2","Chicken",45.7,"g",15,7.1,"g/d/individual",0.007,0.0457,0.151,"Feed Intake",18.7,"g/individual/day",NA,0.0988410044221496,NA
"0JKM2","EO0086",84.7,"%","OM","0JKM2","0JKM2","Chicken",45.7,"g",15,7.1,"g/d/individual",0.007,0.0457,0.151,"Feed Intake",18.7,"g/individual/day",NA,0.0988410044221496,NA
"1","LM0103",90.2,"%","DM","1","1","Goat",26.35,"kg",84,171,"g/d/individual",0.171,26.35,40.714,"Feed Intake",30.1,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"1","LM0103",18.6,"%","CP","1","1","Goat",26.35,"kg",84,171,"g/d/individual",0.171,26.35,40.714,"Feed Intake",30.1,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"1","LM0103",55.7,"%","NDF","1","1","Goat",26.35,"kg",84,171,"g/d/individual",0.171,26.35,40.714,"Feed Intake",30.1,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"1","LM0103",21.9,"%","ADF","1","1","Goat",26.35,"kg",84,171,"g/d/individual",0.171,26.35,40.714,"Feed Intake",30.1,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"1","LM0103",4.2,"%","Ash","1","1","Goat",26.35,"kg",84,171,"g/d/individual",0.171,26.35,40.714,"Feed Intake",30.1,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"1","LM0103",4.6,"%","EE","1","1","Goat",26.35,"kg",84,171,"g/d/individual",0.171,26.35,40.714,"Feed Intake",30.1,"g/kg body weight (0.75)/individual/day",NA,11.6301539788461,NA
"1","LM0113.1",956,"g/kg","DM","1","1","Pigs",25.4,"kg",71,838,"g/d/individual",0.838,25.4,84.898,"Feed Intake",2197,"g/individual/day",NA,11.3142374109119,NA
"1","LM0113.1",173.7,"g/kg","CP","1","1","Pigs",25.4,"kg",71,838,"g/d/individual",0.838,25.4,84.898,"Feed Intake",2197,"g/individual/day",NA,11.3142374109119,NA
"1","LM0113.1",5.7,"g/kg","Phos","1","1","Pigs",25.4,"kg",71,838,"g/d/individual",0.838,25.4,84.898,"Feed Intake",2197,"g/individual/day",NA,11.3142374109119,NA
"1","LM0113.1",10.6,"g/kg","Calcium","1","1","Pigs",25.4,"kg",71,838,"g/d/individual",0.838,25.4,84.898,"Feed Intake",2197,"g/individual/day",NA,11.3142374109119,NA
"1","LM0113.1",41.2,"g/kg","CFibre","1","1","Pigs",25.4,"kg",71,838,"g/d/individual",0.838,25.4,84.898,"Feed Intake",2197,"g/individual/day",NA,11.3142374109119,NA
"1","LM0113.1",55.3,"g/kg","Ash","1","1","Pigs",25.4,"kg",71,838,"g/d/individual",0.838,25.4,84.898,"Feed Intake",2197,"g/individual/day",NA,11.3142374109119,NA
"1","LM0113.1",41.3,"g/kg","EE","1","1","Pigs",25.4,"kg",71,838,"g/d/individual",0.838,25.4,84.898,"Feed Intake",2197,"g/individual/day",NA,11.3142374109119,NA
"1","LM0113.1",13.6,"MJ/kg","DE","1","1","Pigs",25.4,"kg",71,838,"g/d/individual",0.838,25.4,84.898,"Feed Intake",2197,"g/individual/day",NA,11.3142374109119,NA
"1","LM0113.2",931.5,"g/kg","DM","1","1","Pigs",21.6,"kg",90,729,"g/d/individual",0.729,21.6,87.21,"Feed Intake",2130,"g/individual/day",NA,10.0193676613695,NA
"1","LM0113.2",167.3,"g/kg","CP","1","1","Pigs",21.6,"kg",90,729,"g/d/individual",0.729,21.6,87.21,"Feed Intake",2130,"g/individual/day",NA,10.0193676613695,NA
"1","LM0113.2",7.8,"g/kg","Phos","1","1","Pigs",21.6,"kg",90,729,"g/d/individual",0.729,21.6,87.21,"Feed Intake",2130,"g/individual/day",NA,10.0193676613695,NA
"1","LM0113.2",6.5,"g/kg","Calcium","1","1","Pigs",21.6,"kg",90,729,"g/d/individual",0.729,21.6,87.21,"Feed Intake",2130,"g/individual/day",NA,10.0193676613695,NA
"1","LM0113.2",41.1,"g/kg","CFibre","1","1","Pigs",21.6,"kg",90,729,"g/d/individual",0.729,21.6,87.21,"Feed Intake",2130,"g/individual/day",NA,10.0193676613695,NA
"1","LM0113.2",60.8,"g/kg","Ash","1","1","Pigs",21.6,"kg",90,729,"g/d/individual",0.729,21.6,87.21,"Feed Intake",2130,"g/individual/day",NA,10.0193676613695,NA
"1","LM0113.2",46.6,"g/kg","EE","1","1","Pigs",21.6,"kg",90,729,"g/d/individual",0.729,21.6,87.21,"Feed Intake",2130,"g/individual/day",NA,10.0193676613695,NA
"1","LM0113.2",13.6,"MJ/kg","DE","1","1","Pigs",21.6,"kg",90,729,"g/d/individual",0.729,21.6,87.21,"Feed Intake",2130,"g/individual/day",NA,10.0193676613695,NA
"1","NN0119.1",16.1,"g/100g","CP","1","1","Chicken",1685.83,"g",30,0.43,"g/d",0.43,1.68583,NA,"Feed Intake",100.9,"g/individual/day",NA,1.47948420677396,NA
"1","NN0119.1",1.2,"g/100g","Calcium","1","1","Chicken",1685.83,"g",30,0.43,"g/d",0.43,1.68583,NA,"Feed Intake",100.9,"g/individual/day",NA,1.47948420677396,NA
"1","NN0119.1",6.1,"g/100g","CFibre","1","1","Chicken",1685.83,"g",30,0.43,"g/d",0.43,1.68583,NA,"Feed Intake",100.9,"g/individual/day",NA,1.47948420677396,NA
"1","NN0119.1",5.2,"g/100g","EE","1","1","Chicken",1685.83,"g",30,0.43,"g/d",0.43,1.68583,NA,"Feed Intake",100.9,"g/individual/day",NA,1.47948420677396,NA
"1","NN0119.1",2496.1,"g/100g","ME","1","1","Chicken",1685.83,"g",30,0.43,"g/d",0.43,1.68583,NA,"Feed Intake",100.9,"g/individual/day",NA,1.47948420677396,NA
"10% CBC","HK0067",15.36,"%","CP","T3 10% CBC","10% CBC","Chicken",NA,"Unspecified",77,9.24,"g/d/individual",0.009,NA,NA,"Feed Intake",61.75,"g/individual/day",NA,NA,NA
"10% CBC","HK0067",78.5,"%","Ash","T3 10% CBC","10% CBC","Chicken",NA,"Unspecified",77,9.24,"g/d/individual",0.009,NA,NA,"Feed Intake",61.75,"g/individual/day",NA,NA,NA
"10% CBC","HK0067",21,"%","EE","T3 10% CBC","10% CBC","Chicken",NA,"Unspecified",77,9.24,"g/d/individual",0.009,NA,NA,"Feed Intake",61.75,"g/individual/day",NA,NA,NA
"10% CBC","HK0067",11.9,"MJ/kg","ME","T3 10% CBC","10% CBC","Chicken",NA,"Unspecified",77,9.24,"g/d/individual",0.009,NA,NA,"Feed Intake",61.75,"g/individual/day",NA,NA,NA
"10% CBC","HK0067",15,"MJ/kg","GE","T3 10% CBC","10% CBC","Chicken",NA,"Unspecified",77,9.24,"g/d/individual",0.009,NA,NA,"Feed Intake",61.75,"g/individual/day",NA,NA,NA
"10% CFL","EO0046",955,"g/kg","DM","10% CFL","10% CFL","Sheep",12.9,"kg",76,35.71,"g/d/individual",0.036,12.9,15.636,"Feed Intake",367.93,"g DM/individual/day",NA,6.80678891180382,NA
"10% CFL","EO0046",111.7,"g/kg","CP","10% CFL","10% CFL","Sheep",12.9,"kg",76,35.71,"g/d/individual",0.036,12.9,15.636,"Feed Intake",367.93,"g DM/individual/day",NA,6.80678891180382,NA
"10% CFL","EO0046",447.9,"g/kg","NDF","10% CFL","10% CFL","Sheep",12.9,"kg",76,35.71,"g/d/individual",0.036,12.9,15.636,"Feed Intake",367.93,"g DM/individual/day",NA,6.80678891180382,NA
"10% CFL","EO0046",352.1,"g/kg","ADF","10% CFL","10% CFL","Sheep",12.9,"kg",76,35.71,"g/d/individual",0.036,12.9,15.636,"Feed Intake",367.93,"g DM/individual/day",NA,6.80678891180382,NA
"10% CFL","EO0046",43.2,"g/kg","ADL","10% CFL","10% CFL","Sheep",12.9,"kg",76,35.71,"g/d/individual",0.036,12.9,15.636,"Feed Intake",367.93,"g DM/individual/day",NA,6.80678891180382,NA
"10% CFL","EO0046",106.3,"g/kg","Ash","10% CFL","10% CFL","Sheep",12.9,"kg",76,35.71,"g/d/individual",0.036,12.9,15.636,"Feed Intake",367.93,"g DM/individual/day",NA,6.80678891180382,NA
"10% CFL","EO0046",138.3,"g/kg","EE","10% CFL","10% CFL","Sheep",12.9,"kg",76,35.71,"g/d/individual",0.036,12.9,15.636,"Feed Intake",367.93,"g DM/individual/day",NA,6.80678891180382,NA
"10% MOC","JS0306",13.86,"%","CP","T3 10% MOC","10% MOC","Sheep",24610,"g",77,240,"g/d/individual",0.24,24.61,43.09,"Feed Intake",1390,"g/individual/day",NA,11.049273158646,NA
"10% MOC","JS0306",0.39,"%","Phos","T3 10% MOC","10% MOC","Sheep",24610,"g",77,240,"g/d/individual",0.24,24.61,43.09,"Feed Intake",1390,"g/individual/day",NA,11.049273158646,NA
"10% MOC","JS0306",0.7,"%","Calcium","T3 10% MOC","10% MOC","Sheep",24610,"g",77,240,"g/d/individual",0.24,24.61,43.09,"Feed Intake",1390,"g/individual/day",NA,11.049273158646,NA
"10% MOC","JS0306",16.14,"%","CFibre","T3 10% MOC","10% MOC","Sheep",24610,"g",77,240,"g/d/individual",0.24,24.61,43.09,"Feed Intake",1390,"g/individual/day",NA,11.049273158646,NA
"10% MOC","JS0306",359.58,"g/kg","NDF","T3 10% MOC","10% MOC","Sheep",24610,"g",77,240,"g/d/individual",0.24,24.61,43.09,"Feed Intake",1390,"g/individual/day",NA,11.049273158646,NA
"10% MOC","JS0306",165.33,"g/kg","ADF","T3 10% MOC","10% MOC","Sheep",24610,"g",77,240,"g/d/individual",0.24,24.61,43.09,"Feed Intake",1390,"g/individual/day",NA,11.049273158646,NA
"10% MOC","JS0306",11.84,"MJ/kg","ME","T3 10% MOC","10% MOC","Sheep",24610,"g",77,240,"g/d/individual",0.24,24.61,43.09,"Feed Intake",1390,"g/individual/day",NA,11.049273158646,NA
"10% MOC","JS0306",5.92,"%","Cfat","T3 10% MOC","10% MOC","Sheep",24610,"g",77,240,"g/d/individual",0.24,24.61,43.09,"Feed Intake",1390,"g/individual/day",NA,11.049273158646,NA
"10%PJP","EO0078",90.84,"%","DM","PJP-10","10%PJP","Goat",13.8,"kg",90,69.0909,"g/d/individual",0.069,13.8,20.01,"Feed Intake",604.57,"g DM/individual/day",NA,7.15993887641358,NA
"10%PJP","EO0078",15.51,"%","CP","PJP-10","10%PJP","Goat",13.8,"kg",90,69.0909,"g/d/individual",0.069,13.8,20.01,"Feed Intake",604.57,"g DM/individual/day",NA,7.15993887641358,NA
"10%PJP","EO0078",17.8,"%","CFibre","PJP-10","10%PJP","Goat",13.8,"kg",90,69.0909,"g/d/individual",0.069,13.8,20.01,"Feed Intake",604.57,"g DM/individual/day",NA,7.15993887641358,NA
"10%PJP","EO0078",4.57,"%","EE","PJP-10","10%PJP","Goat",13.8,"kg",90,69.0909,"g/d/individual",0.069,13.8,20.01,"Feed Intake",604.57,"g DM/individual/day",NA,7.15993887641358,NA
"100 MSK","HK0066.1",923,"g/kg","DM","T3 100 MSK","100 MSK","Chicken",NA,NA,56,-0.178571428571429,"g/d/individual",0,NA,NA,"Feed Intake",129.5,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.1",176,"g/kg","CP","T3 100 MSK","100 MSK","Chicken",NA,NA,56,-0.178571428571429,"g/d/individual",0,NA,NA,"Feed Intake",129.5,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.1",54,"g/kg","CFibre","T3 100 MSK","100 MSK","Chicken",NA,NA,56,-0.178571428571429,"g/d/individual",0,NA,NA,"Feed Intake",129.5,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.1",45,"g/kg","EE","T3 100 MSK","100 MSK","Chicken",NA,NA,56,-0.178571428571429,"g/d/individual",0,NA,NA,"Feed Intake",129.5,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.1",10,"MJ/kg","ME","T3 100 MSK","100 MSK","Chicken",NA,NA,56,-0.178571428571429,"g/d/individual",0,NA,NA,"Feed Intake",129.5,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.2",881,"g/kg","DM","T3 100 MSK","100 MSK","Chicken",NA,"g",35,26,"g/d/individual",0.026,NA,NA,"Feed Intake",68.8,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.2",236,"g/kg","CP","T3 100 MSK","100 MSK","Chicken",NA,"g",35,26,"g/d/individual",0.026,NA,NA,"Feed Intake",68.8,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.2",41.1,"g/kg","CFibre","T3 100 MSK","100 MSK","Chicken",NA,"g",35,26,"g/d/individual",0.026,NA,NA,"Feed Intake",68.8,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.2",45.8,"g/kg","EE","T3 100 MSK","100 MSK","Chicken",NA,"g",35,26,"g/d/individual",0.026,NA,NA,"Feed Intake",68.8,"g/individual/day",NA,NA,NA
"100 MSK","HK0066.2",12.1,"MJ/kg","ME","T3 100 MSK","100 MSK","Chicken",NA,"g",35,26,"g/d/individual",0.026,NA,NA,"Feed Intake",68.8,"g/individual/day",NA,NA,NA
"100% BSG","NN0400",20.3,"%","DM","100% BSG","100% BSG","Pigs",39.4,"kg",42,-153,"g/d/individual",-0.153,39.4,32.974,"Feed Intake",2.79,"kg/individual/day",NA,15.7261410417575,NA
"100% BSG","NN0400",26.6,"%","CP","100% BSG","100% BSG","Pigs",39.4,"kg",42,-153,"g/d/individual",-0.153,39.4,32.974,"Feed Intake",2.79,"kg/individual/day",NA,15.7261410417575,NA
"100% BSG","NN0400",6.38,"%","CFibre","100% BSG","100% BSG","Pigs",39.4,"kg",42,-153,"g/d/individual",-0.153,39.4,32.974,"Feed Intake",2.79,"kg/individual/day",NA,15.7261410417575,NA
"100% BSG","NN0400",3.95,"%","Ash","100% BSG","100% BSG","Pigs",39.4,"kg",42,-153,"g/d/individual",-0.153,39.4,32.974,"Feed Intake",2.79,"kg/individual/day",NA,15.7261410417575,NA
"100% BSG","NN0400",1.45,"%","EE","100% BSG","100% BSG","Pigs",39.4,"kg",42,-153,"g/d/individual",-0.153,39.4,32.974,"Feed Intake",2.79,"kg/individual/day",NA,15.7261410417575,NA
"100% BSG","NN0400",13.8,"MJ/kg DM","ME","100% BSG","100% BSG","Pigs",39.4,"kg",42,-153,"g/d/individual",-0.153,39.4,32.974,"Feed Intake",2.79,"kg/individual/day",NA,15.7261410417575,NA
"100% Cull Date","JS0119",86.11,"%","DM","R4 100% Cull Date","100% Cull Date","Goat",20930,"g",90,105,"g/d/individual",0.105,20.93,30.38,"Feed Intake",735,"g DM/individual/day",NA,9.78536255559898,NA
"100% Cull Date","JS0119",86.11,"%","DM","R4 100% Cull Date","100% Cull Date","Goat",20930,"g",90,105,"g/d/individual",0.105,20.93,30.38,"Feed Intake",28.74,"g/kg body weight/individual/day",NA,9.78536255559898,NA
"100% Cull Date","JS0119",11.1,"%","CP","R4 100% Cull Date","100% Cull Date","Goat",20930,"g",90,105,"g/d/individual",0.105,20.93,30.38,"Feed Intake",735,"g DM/individual/day",NA,9.78536255559898,NA
